game_id,game_date,total_points,home_points,away_points,home_team,home_pts_last_3,home_pts_last_5,home_pts_last_10,home_opp_pts_last_5,home_pts_std_5,home_pts_last_5_home,away_team,away_pts_last_3,away_pts_last_5,away_pts_last_10,away_opp_pts_last_5,away_pts_std_5,away_pts_last_5_away,combined_pts_last_3,combined_pts_last_5,combined_pts_last_10,home_off_vs_away_def,away_off_vs_home_def,home_field_advantage
401810392,2026-01-10,197,87,110,DEN,118.0,113.6,122.4,115.4,7.436396977031286,126.4,ATL,111.33333333333333,114.2,120.9,110.6,9.57601169589928,116.6,229.33333333333331,227.8,243.3,3.0,-1.2000000000000028,9.800000000000011
401810411,2026-01-12,235,111,124,GS,119.66666666666667,115.2,120.1,112.8,17.195929750961415,120.0,ATL,109.0,111.0,116.9,107.6,6.964194138592047,113.4,228.66666666666669,226.2,237.0,7.6000000000000085,-1.7999999999999972,6.599999999999994
401810424,2026-01-14,257,141,116,LAL,101.33333333333333,107.0,109.8,110.6,11.20267825120404,116.0,ATL,117.0,113.6,117.0,110.0,9.071934744033372,112.4,218.33333333333331,220.6,226.8,-3.0,3.0,3.5999999999999943
401810440,2026-01-16,218,117,101,POR,107.33333333333333,112.4,113.3,113.2,15.290519938837917,118.0,ATL,116.66666666666667,113.4,117.5,111.4,8.988882021697684,113.4,224.0,225.8,230.8,1.0,0.20000000000000284,4.599999999999994
401810449,2026-01-18,238,106,132,ATL,113.66666666666667,113.6,115.1,111.2,8.619744775803968,120.4,BOS,103.33333333333333,109.0,116.3,108.6,13.435028842544407,122.0,217.0,222.6,231.39999999999998,5.0,-2.200000000000003,-1.5999999999999943
401809247,2026-01-19,222,110,112,ATL,107.66666666666667,111.4,112.8,117.6,8.933084573650905,117.0,MIL,103.66666666666667,105.8,111.4,117.4,4.43846820423441,107.6,211.33333333333334,217.2,224.2,-6.0,-11.799999999999997,9.400000000000006
401810478,2026-01-22,246,122,124,MEM,113.33333333333333,110.8,114.3,111.8,10.98635517357782,109.8,ATL,105.66666666666667,111.4,111.2,122.6,8.933084573650905,110.2,219.0,222.2,225.5,-11.799999999999997,-0.3999999999999915,-0.4000000000000057
401810491,2026-01-24,213,110,103,ATL,113.33333333333333,111.4,112.5,124.8,8.933084573650905,116.8,PHX,116.0,114.8,112.0,112.2,9.203260291874836,114.8,229.33333333333331,226.2,224.5,-0.7999999999999972,-10.0,2.0
401810514,2026-01-26,248,132,116,ATL,114.66666666666667,110.2,111.8,117.2,8.555699854482963,113.8,IND,108.33333333333333,106.0,108.2,117.2,18.3983694929741,103.4,223.0,216.2,220.0,-7.0,-11.200000000000003,10.399999999999991
401810528,2026-01-29,223,106,117,BOS,114.33333333333333,113.0,113.2,108.4,11.726039399558582,110.2,ATL,122.0,116.4,115.0,117.0,11.081516141756044,115.0,236.33333333333331,229.4,228.2,-4.0,8.0,-4.799999999999997
401810537,2026-01-30,190,86,104,ATL,119.66666666666667,118.6,115.0,111.8,9.476286192385693,115.0,HOU,106.0,110.2,108.8,109.6,8.228000972289692,107.6,225.66666666666669,228.8,223.8,9.0,-1.5999999999999943,7.400000000000006
401810553,2026-02-01,253,129,124,IND,115.33333333333333,110.8,108.1,117.6,6.379655163094644,112.4,ATL,111.66666666666667,113.8,112.6,110.2,17.555625878902745,116.4,227.0,224.6,220.7,0.5999999999999943,-3.799999999999997,-4.0
401810575,2026-02-04,242,115,127,MIA,122.66666666666667,120.6,122.4,112.8,8.82043082847998,122.4,ATL,109.0,113.8,112.6,111.6,17.555625878902745,116.4,231.66666666666669,234.39999999999998,235.0,9.0,1.0,6.0
401810590,2026-02-06,240,121,119,ATL,112.33333333333333,117.2,113.7,114.0,18.267457403809644,108.8,UTAH,110.0,111.4,113.9,118.6,14.97664849023306,116.6,222.33333333333331,228.60000000000002,227.60000000000002,-1.3999999999999915,-2.5999999999999943,-7.799999999999997
401810606,2026-02-08,245,119,126,ATL,124.0,115.0,115.7,114.6,16.628289148315883,111.8,CHA,107.33333333333333,111.4,112.7,103.6,7.569676347110228,115.6,231.33333333333331,226.4,228.4,11.400000000000006,-3.1999999999999886,-3.799999999999997
401810620,2026-02-10,254,138,116,MIN,113.0,119.6,114.7,122.2,14.570518178843194,105.4,ATL,122.33333333333333,115.4,117.0,118.6,16.712270940838643,118.6,235.33333333333331,235.0,231.7,1.0,-6.799999999999997,-13.199999999999989
401810630,2026-02-12,217,110,107,CHA,113.0,110.4,116.0,105.8,9.449867723941964,113.2,ATL,118.66666666666667,121.4,117.6,125.4,4.277849927241456,121.6,231.66666666666669,231.8,233.6,-15.0,15.600000000000009,-8.399999999999991
401810649,2026-02-20,224,107,117,PHI,105.33333333333333,108.8,114.1,117.8,11.54123043700281,114.8,ATL,114.0,118.0,115.9,121.6,7.348469228349516,118.2,219.33333333333331,226.8,230.0,-12.799999999999997,0.20000000000000284,-3.4000000000000057
401810660,2026-02-21,225,97,128,ATL,113.33333333333333,116.0,116.6,120.0,5.385164807134479,113.6,MIA,122.0,115.4,118.0,110.4,13.501851724856113,115.6,235.33333333333331,231.4,234.6,5.599999999999994,-4.599999999999994,-2.0
401810140,2025-11-25,213,100,113,BKN,,,,,,,NY,,,,,,,,,,,,
401809812,2025-11-29,218,103,115,BKN,100.0,100.0,100.0,113.0,,100.0,PHI,103.0,103.0,103.0,144.0,,103.0,203.0,203.0,203.0,-44.0,-10.0,-3.0
401810152,2025-11-30,215,116,99,MIL,105.0,105.0,105.0,113.0,3.4641016151377544,103.0,BKN,101.5,101.5,101.5,114.0,2.1213203435596424,101.5,206.5,206.5,206.5,-9.0,-11.5,1.5
401810167,2025-12-02,219,116,103,BKN,100.66666666666667,100.66666666666667,100.66666666666667,114.66666666666667,2.081665999466134,101.5,CHA,114.0,114.0,114.0,118.66666666666667,11.532562594670797,114.0,214.66666666666669,214.66666666666669,214.66666666666669,-18.0,-0.6666666666666714,-12.5
401810184,2025-12-04,216,103,113,CHI,112.33333333333333,116.75,116.75,123.5,12.038133853162902,116.75,BKN,106.0,104.5,104.5,111.75,7.852812659593163,99.0,218.33333333333331,221.25,221.25,5.0,-19.0,17.75
401810190,2025-12-05,233,110,123,BKN,109.33333333333333,106.2,106.2,110.0,7.791020472312981,106.33333333333333,UTAH,120.66666666666667,119.75,119.75,126.75,14.174507634012077,117.0,230.0,225.95,225.95,-20.549999999999997,9.75,-10.666666666666671
401810205,2025-12-06,220,119,101,BKN,113.0,108.2,106.83333333333333,112.0,7.049822692805826,107.25,NO,126.33333333333333,120.6,124.33333333333333,128.8,16.87601848778319,108.5,239.33333333333331,228.8,231.16666666666666,-20.60000000000001,8.599999999999994,-1.25
401836795,2025-12-13,230,119,111,DAL,117.0,119.2,116.71428571428571,116.0,7.7910204723129795,120.0,BKN,114.0,111.4,108.57142857142857,109.2,7.700649323271381,106.0,231.0,230.60000000000002,225.28571428571428,10.0,-4.599999999999994,14.0
401836800,2025-12-14,209,127,82,BKN,113.33333333333333,113.8,108.875,109.8,3.7013511046643415,109.6,MIL,109.66666666666667,113.6,111.0,115.8,8.961026726887939,112.5,223.0,227.39999999999998,219.875,-2.0,3.799999999999997,-2.9000000000000057
401810228,2025-12-19,201,95,106,BKN,119.0,116.0,110.88888888888889,105.6,7.071067811865471,115.0,MIA,105.0,105.6,112.77777777777777,114.8,5.7706152185013995,107.0,224.0,221.6,223.66666666666666,1.2000000000000028,0.0,8.0
401810252,2025-12-21,177,96,81,BKN,111.0,112.4,109.3,106.2,11.907980517283354,113.4,TOR,104.33333333333333,105.4,105.9,110.2,7.021395872616794,105.5,215.33333333333331,217.8,215.2,2.200000000000003,-0.7999999999999972,7.900000000000006
401810265,2025-12-24,220,106,114,PHI,118.0,115.4,116.2,111.6,4.722287581247036,112.8,BKN,106.0,109.6,108.9,97.8,14.064138793399328,107.66666666666667,224.0,225.0,225.10000000000002,17.60000000000001,-2.0,5.133333333333326
401810294,2025-12-28,230,107,123,MIN,118.66666666666667,115.6,116.1,113.8,13.277801022759755,111.4,BKN,101.66666666666667,108.6,110.0,98.8,13.390294993016395,109.25,220.33333333333334,224.2,226.1,16.799999999999997,-5.200000000000003,2.1500000000000057
401810304,2025-12-30,227,107,120,BKN,111.0,111.0,112.4,96.4,14.916433890176295,109.4,GS,124.33333333333333,118.0,116.1,113.8,11.72603939955857,115.6,235.33333333333331,229.0,228.5,-2.799999999999997,21.599999999999994,-6.199999999999989
401810326,2026-01-01,216,96,120,BKN,114.66666666666667,107.0,111.5,104.0,11.937336386313318,108.8,HOU,120.66666666666667,118.8,118.6,113.6,7.049822692805826,118.8,235.33333333333334,225.8,230.1,-6.599999999999994,14.799999999999997,-10.0
401810332,2026-01-03,218,119,99,WSH,110.33333333333333,115.6,114.9,116.6,13.794926603646724,118.8,BKN,108.66666666666667,107.2,109.8,106.8,11.691877522451215,112.0,219.0,222.8,224.7,8.799999999999997,-9.399999999999991,6.799999999999997
401810351,2026-01-04,242,127,115,BKN,100.66666666666667,107.8,108.7,114.4,11.031772296417286,104.2,DEN,112.33333333333333,121.0,122.5,125.6,14.69693845669907,118.6,213.0,228.8,231.2,-17.799999999999997,6.599999999999994,-14.399999999999991
401810376,2026-01-08,207,103,104,BKN,107.33333333333333,110.4,109.5,116.2,13.992855319769438,104.2,ORL,120.33333333333333,115.8,114.6,117.0,11.14450537260403,110.8,227.66666666666666,226.2,224.1,-6.599999999999994,-0.4000000000000057,-6.599999999999994
401810390,2026-01-10,226,105,121,BKN,109.66666666666667,106.4,108.7,115.6,12.239281024635389,105.8,LAC,109.66666666666667,115.6,114.1,112.4,10.285912696499036,110.0,219.33333333333334,222.0,222.8,-6.0,0.0,-4.200000000000003
401810404,2026-01-11,201,103,98,MEM,106.66666666666667,111.0,116.8,117.4,9.05538513813742,116.2,BKN,111.66666666666667,106.0,106.5,115.8,12.247448713915885,112.0,218.33333333333334,217.0,223.3,-4.799999999999997,-11.400000000000006,4.200000000000003
401810416,2026-01-13,218,113,105,DAL,107.0,107.8,112.8,113.2,5.118593556827892,116.8,BKN,102.0,106.4,106.8,112.4,11.865917579353056,109.0,209.0,214.2,219.6,-4.6000000000000085,-6.799999999999997,7.799999999999997
401810429,2026-01-15,229,116,113,NO,120.66666666666667,113.0,113.7,117.0,11.489125293076063,113.4,BKN,102.66666666666667,107.6,107.7,111.2,11.216059914247957,107.8,223.33333333333334,220.6,221.4,1.7999999999999972,-9.400000000000006,5.6000000000000085
401810442,2026-01-17,221,112,109,BKN,105.33333333333333,104.8,107.6,111.4,5.403702434442504,107.6,CHI,122.0,112.0,111.8,115.0,15.066519173319364,117.0,227.33333333333331,216.8,219.39999999999998,-10.200000000000003,0.5999999999999943,-9.400000000000006
401810458,2026-01-19,226,124,102,CHI,116.66666666666667,113.6,112.4,114.4,13.992855319769442,121.4,BKN,110.0,106.6,106.5,112.4,6.107372593840977,107.6,226.66666666666669,220.2,218.9,1.1999999999999886,-7.800000000000011,13.800000000000011
401810465,2026-01-20,243,117,126,BKN,109.0,106.0,106.0,113.0,6.442049363362552,108.6,PHX,110.66666666666667,111.2,112.0,106.8,6.379655163094638,109.2,219.66666666666669,217.2,218.0,-0.7999999999999972,-1.7999999999999972,-0.6000000000000085
401810477,2026-01-22,186,120,66,NY,103.0,106.6,107.1,114.4,11.081516141756055,107.4,BKN,110.33333333333333,109.8,108.1,117.6,6.140032573203491,103.4,213.33333333333331,216.39999999999998,215.2,-11.0,-4.6000000000000085,4.0
401810492,2026-01-24,256,126,130,BKN,95.0,102.0,104.8,119.0,20.868636754709204,112.8,BOS,118.0,113.8,116.0,105.2,14.307340773183538,119.2,213.0,215.8,220.8,-3.200000000000003,-5.200000000000003,-6.400000000000006
401810511,2026-01-26,215,126,89,LAC,110.66666666666667,114.4,112.2,114.0,5.224940191045257,113.2,BKN,103.0,104.6,104.7,121.8,23.25510696599781,96.8,213.66666666666669,219.0,216.9,-7.3999999999999915,-9.400000000000006,16.400000000000006
401810524,2026-01-28,208,106,102,PHX,107.0,110.6,112.0,109.4,10.237187113655784,112.6,BKN,93.66666666666667,100.0,103.3,125.2,23.695991222145572,95.0,200.66666666666669,210.6,215.3,-14.600000000000009,-9.400000000000006,17.599999999999994
401810539,2026-01-30,210,107,103,DEN,105.33333333333333,102.0,106.6,106.2,8.660254037844386,106.0,BKN,105.66666666666667,100.0,103.0,121.6,23.695991222145572,94.4,211.0,202.0,209.6,-19.599999999999994,-6.200000000000003,11.599999999999994
401810549,2026-01-31,208,99,109,UTAH,114.33333333333333,115.8,118.0,130.0,10.034938963441691,115.8,BKN,98.0,97.2,103.5,117.8,21.947665023869853,92.4,212.33333333333331,213.0,221.5,-2.0,-32.8,23.39999999999999
401810559,2026-02-01,207,130,77,DET,112.0,115.8,111.6,114.4,18.349386910739007,115.2,BKN,104.66666666666667,105.8,103.9,113.6,13.442470011125184,93.8,216.66666666666669,221.6,215.5,2.200000000000003,-8.600000000000009,21.400000000000006
401810574,2026-02-04,234,109,125,BKN,96.33333333333333,96.0,100.3,113.6,12.884098726725123,112.6,LAL,113.66666666666667,117.2,114.8,116.0,18.5930094390338,117.2,210.0,213.2,215.1,-20.0,3.6000000000000085,-4.6000000000000085
401810589,2026-02-06,216,118,98,ORL,108.33333333333333,111.2,111.3,119.6,18.965758619153632,115.6,BKN,98.33333333333333,100.0,100.0,113.4,13.266499161421596,96.0,206.66666666666666,211.2,211.3,-2.200000000000003,-19.599999999999994,19.599999999999994
401810602,2026-02-07,240,127,113,BKN,94.66666666666667,99.2,99.6,115.8,13.236313686219434,113.8,WSH,114.33333333333333,112.6,111.1,120.4,9.235799911215063,115.2,209.0,211.8,210.7,-21.200000000000003,-3.200000000000003,-1.4000000000000057
401810617,2026-02-10,238,123,115,BKN,111.33333333333333,104.0,100.6,117.0,18.330302779823356,118.2,CHI,114.0,111.6,113.3,128.4,13.296616110875732,109.6,225.33333333333331,215.6,213.89999999999998,-24.400000000000006,-5.400000000000006,8.600000000000009
401810634,2026-02-12,225,110,115,BKN,116.0,106.8,106.3,120.2,20.25339477717254,120.4,IND,113.33333333333333,115.2,115.5,122.0,15.089731607951155,114.6,229.33333333333331,222.0,221.8,-15.200000000000003,-5.0,5.800000000000011
401810648,2026-02-20,196,112,84,CLE,129.66666666666666,128.6,124.1,111.6,7.334848328356911,121.6,BKN,120.0,113.4,104.7,117.2,11.674759098157013,97.8,249.66666666666666,242.0,228.8,11.399999999999991,1.8000000000000114,23.799999999999997
401810663,2026-02-21,191,105,86,OKC,116.0,112.0,112.5,111.4,16.263455967290597,106.4,BKN,105.66666666666667,108.4,104.2,114.6,17.784824992110547,94.2,221.66666666666669,220.4,216.7,-2.5999999999999943,-3.0,12.200000000000003
401809802,2025-11-26,231,117,114,BOS,,,,,,,DET,122.0,122.0,122.0,117.0,,122.0,,,,,,
401810148,2025-11-29,234,119,115,MIN,108.5,108.5,108.5,115.0,4.949747468305833,108.5,BOS,117.0,117.0,117.0,114.0,,117.0,225.5,225.5,225.5,-5.5,2.0,-8.5
401810157,2025-11-30,232,115,117,CLE,111.0,111.0,111.0,120.0,16.97056274847714,111.0,BOS,116.0,116.0,116.0,116.5,1.4142135623730951,115.0,227.0,227.0,227.0,-5.5,-4.0,-4.0
401810175,2025-12-03,240,123,117,BOS,116.33333333333333,116.33333333333333,116.33333333333333,116.0,1.1547005383792526,117.0,NY,121.0,119.0,119.0,101.0,6.97614984548545,121.0,237.33333333333331,235.33333333333331,235.33333333333331,15.333333333333329,3.0,-4.0
401810189,2025-12-05,247,101,146,WSH,105.66666666666667,112.25,112.25,119.75,22.096379793984354,130.5,BOS,118.33333333333333,118.0,118.0,116.25,3.4641016151377557,116.0,224.0,230.25,230.25,-4.0,-1.75,14.5
401810193,2025-12-06,231,126,105,BOS,128.66666666666666,123.6,123.6,113.2,12.876334882255899,120.0,LAL,121.33333333333333,125.6,125.6,120.6,10.85357084097211,123.0,250.0,249.2,249.2,3.0,12.399999999999991,-3.0
401810213,2025-12-07,234,113,121,TOR,109.0,106.4,105.57142857142857,117.2,15.72577502064684,106.8,BOS,131.66666666666666,125.4,124.0,111.4,12.340988615179906,126.0,240.66666666666666,231.8,229.57142857142856,-5.0,8.200000000000003,-19.200000000000003
401836747,2025-12-12,217,116,101,MIL,108.66666666666667,113.6,110.375,115.4,8.961026726887937,108.25,BOS,131.0,126.6,123.57142857142857,110.2,11.326958991715298,124.75,239.66666666666669,240.2,233.94642857142856,3.3999999999999915,11.199999999999989,-16.5
401836803,2025-12-16,217,105,112,BOS,116.0,123.4,120.75,110.4,16.00937225502612,122.0,DET,129.33333333333334,119.2,119.88888888888889,110.8,16.300306745579974,120.75,245.33333333333334,242.60000000000002,240.63888888888889,12.600000000000009,8.799999999999997,1.25
401810236,2025-12-20,245,129,116,BOS,109.0,119.8,119.0,109.4,18.019433953373788,117.75,MIA,103.33333333333333,105.2,112.1,110.2,5.630275304103694,106.75,212.33333333333331,225.0,231.1,9.599999999999994,-4.200000000000003,11.0
401810243,2025-12-21,208,96,112,TOR,106.0,103.4,106.0,110.0,10.784247771634336,108.2,BOS,111.66666666666667,116.4,120.0,112.4,12.641202474448386,120.0,217.66666666666669,219.8,226.0,-9.0,6.400000000000006,-11.799999999999997
401810258,2025-12-23,198,103,95,BOS,115.33333333333333,113.6,119.5,110.6,11.480418110852932,120.0,IND,103.66666666666667,106.4,111.3,114.0,10.573551910309044,107.25,219.0,220.0,230.8,-0.4000000000000057,-4.199999999999989,12.75
401810281,2025-12-27,262,122,140,IND,99.33333333333333,100.0,108.0,112.8,10.392304845413266,106.4,BOS,114.66666666666667,110.0,118.3,107.0,11.40175425099138,119.4,214.0,210.0,226.3,-7.0,-2.799999999999997,-13.0
401810299,2025-12-28,222,114,108,POR,103.66666666666667,108.6,113.3,113.0,14.484474446799922,116.2,BOS,118.33333333333333,117.8,120.6,108.2,16.084153692376855,124.0,222.0,226.39999999999998,233.89999999999998,0.3999999999999915,4.799999999999997,-7.799999999999997
401810314,2025-12-31,248,119,129,UTAH,128.66666666666666,125.0,124.3,128.6,7.44983221287568,132.2,BOS,117.0,118.4,119.1,108.6,15.533834040570927,116.4,245.66666666666666,243.4,243.39999999999998,16.400000000000006,-10.199999999999989,15.799999999999983
401810329,2026-01-02,226,106,120,SAC,101.33333333333333,111.2,109.5,124.6,15.786069808536894,112.6,BOS,125.66666666666667,118.4,117.4,109.2,15.533834040570927,118.0,227.0,229.60000000000002,226.9,2.0,-6.199999999999989,-5.400000000000006
401810348,2026-01-04,261,115,146,LAC,120.33333333333333,121.6,113.4,100.2,7.765307463326877,118.4,BOS,119.0,120.0,116.8,111.2,15.116216457830976,121.8,239.33333333333331,241.6,230.2,10.399999999999991,19.799999999999997,-3.3999999999999915
401810358,2026-01-06,216,115,101,BOS,131.66666666666666,128.6,119.3,115.2,15.257784898208524,117.2,CHI,118.0,111.6,120.8,118.4,15.290519938837923,132.6,249.66666666666666,240.2,240.1,10.199999999999989,-3.6000000000000085,-15.399999999999991
401810375,2026-01-08,224,110,114,BOS,127.0,123.6,120.7,111.0,14.673104647619741,115.6,DEN,116.0,115.4,121.1,122.8,8.5615419172016,115.4,243.0,239.0,241.8,0.7999999999999972,4.400000000000006,0.19999999999998863
401810387,2026-01-10,242,125,117,BOS,123.66666666666667,124.0,121.2,111.0,14.159802258506298,112.4,TOR,116.33333333333333,111.8,110.6,105.0,14.584238067173757,103.6,240.0,235.8,231.8,19.0,0.7999999999999972,8.800000000000011
401810400,2026-01-11,195,95,100,BOS,116.66666666666667,123.2,120.8,110.6,13.917614738165446,116.4,SA,107.33333333333333,115.8,116.5,111.4,12.35718414526546,119.0,224.0,239.0,237.3,11.799999999999997,5.200000000000003,-2.5999999999999943
401810414,2026-01-13,194,98,96,IND,117.66666666666667,118.6,115.4,117.8,6.10737259384099,116.8,BOS,110.0,118.2,119.1,109.4,18.93937696968937,128.6,227.66666666666669,236.8,234.5,9.199999999999989,0.4000000000000057,-11.799999999999997
401810435,2026-01-16,233,114,119,MIA,112.66666666666667,111.4,120.5,119.2,14.876155417311287,131.2,BOS,105.33333333333333,108.2,118.4,106.0,12.794530081249567,119.8,218.0,219.60000000000002,238.9,5.400000000000006,-11.0,11.399999999999991
401809250,2026-01-20,207,104,103,DET,107.0,110.0,113.2,92.8,11.979148550710937,110.0,BOS,115.66666666666667,113.4,118.7,107.0,16.97939928266015,122.6,222.66666666666669,223.4,231.9,3.0,20.60000000000001,-12.599999999999994
401810476,2026-01-22,223,119,104,BOS,118.0,109.0,116.1,104.4,16.046806535881217,109.6,IND,103.0,101.6,110.1,112.8,17.47283606058273,108.4,221.0,210.6,226.2,-3.799999999999997,-2.8000000000000114,1.1999999999999886
401810502,2026-01-25,225,114,111,CHI,127.33333333333333,123.8,115.0,113.0,10.639548862616309,122.8,BOS,117.33333333333333,120.6,114.4,110.8,11.54556191789729,116.0,244.66666666666666,244.39999999999998,229.4,13.0,7.599999999999994,6.799999999999997
401810515,2026-01-27,196,102,94,BOS,120.0,119.0,114.0,110.8,12.349089035228475,112.8,POR,114.0,118.2,115.3,109.4,13.02689525558565,109.2,234.0,237.2,229.3,9.599999999999994,7.400000000000006,3.5999999999999943
401810544,2026-01-31,205,112,93,BOS,106.33333333333333,113.6,111.3,111.0,11.148990985734994,109.4,SAC,104.66666666666667,108.2,113.2,120.0,12.397580409095973,107.0,211.0,221.8,224.5,-6.400000000000006,-2.799999999999997,2.4000000000000057
401810557,2026-02-01,186,107,79,BOS,106.66666666666667,112.2,113.0,108.8,10.733126291998998,106.8,MIL,107.0,107.0,106.4,116.4,9.848857801796095,107.6,213.66666666666669,219.2,219.4,-4.200000000000003,-1.7999999999999972,-0.7999999999999972
401810576,2026-02-04,210,100,110,DAL,111.0,113.2,118.4,116.6,8.258329128825027,119.4,BOS,108.33333333333333,107.6,114.1,99.4,4.037325847637289,119.0,219.33333333333331,220.8,232.5,13.799999999999997,-9.0,0.4000000000000057
401810583,2026-02-05,207,93,114,HOU,111.0,108.0,111.3,103.4,7.176350047203668,109.6,BOS,109.66666666666667,107.4,113.2,96.6,3.8470768123342873,117.2,220.66666666666669,215.4,224.5,11.400000000000006,4.0,-7.6000000000000085
